ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,celltype
cluster9,cluster9,211,0.62021231296277,2.09930415116319,9.07414172726971e-12,1.15241599936325e-09,9.74276269664748e-10,2021,"tags=39%, list=13%, signal=34%",RPL21/RPL13A/RPL3/RPS11/RPL11/RPL27A/PABPC1/RPL4/RPL9/RPS15/ADARB1/RPL13/RPS15A/IGF2BP2/RPL30/RPS8/RPL18A/RPL36/RPS6/RPL18/HNRNPR/RPL7/RPS3A/HNRNPM/RPS25/NPM1/RPL15/RPS7/RPS23/RPL10A/RPL22/RPL37A/RPL23A/RPL6/RPL32/RPL10/RPS5/RPS9/RPS13/RPS3/RC3H1/RPS4X/DDX56/RPLP0/SF3B2/RPL14/RPS18/RPS26/YBX1/RPL28/RPS19/PURA/RPL19/SRSF3/RPS2/RPSA/RPS16/RPL24/MPHOSPH10/PRPF8/ILF3/RC3H2/SYNCRIP/HNRNPU/RPL8/PSPC1/MEPCE/DDX18/RPL5/PRC1/CTCF/RPL12/DDX27/HNRNPA0/FAM229A/FTSJ3/RPS17/RECQL4/RPL35/REXO4/RBMX/NOP56,Gran
cluster53,cluster53,113,0.516694091779854,1.6305784398816,0.000765207776272026,0.0325453072889374,0.0275144744589441,2493,"tags=35%, list=16%, signal=29%",GRM4/CDH18/DPF3/CNOT2/POU2F1/CTBP2/CLVS1/BCL6/CTBP1/VSX1/CWF19L2/MAML1/YEATS4/SMAD1/EPC1/QSER1/KANSL1/FOXJ2/SGF29/CKMT2-AS1/TNRC6A/HMBOX1/PIAS2/ZHX2/TLE3/RELA/LIN52/IRF2BP2/ZNF219/ING3/TFAP4/PHC2/TNRC6B/PIAS1/ZNF638/PATZ1/XPO1/MORC4/MEN1,Gran
cluster96,cluster96,139,0.496908363045859,1.60000696078556,0.000959913057320704,0.0325453072889374,0.0275144744589441,2129,"tags=20%, list=14%, signal=18%",CCDC175/MTCL1/COL27A1/CECR2/CDH7/SMC5/LYST/GACAT2/DLEU2/BEND6/EN2/DEAF1/NR4A2/ARPP21/BRD1/DEGS2/CLK4/RASA2/TRIM11/CKAP2/MSL2/EOMES/BRCC3/XPA/INTS6/ZNF714/GTF2A1/TET1,Gran
cluster84,cluster84,131,-0.561040724246381,-1.60031679869899,0.0012994537321016,0.0325453072889374,0.0275144744589441,2678,"tags=24%, list=17%, signal=20%",CDHR1/RNF121/ZNF117/IQCB1/PEX1/ANKRD19P/ZDHHC4/C1orf159/STON2/TPD52L2/CAMK1D/DUSP7/SLITRK2/SLC29A4/SLC26A11/GOLGA7/ARMC10/PLPP1/MKLN1/HRH1/TAC3/ADCY5/GALNT8/MOG/PTPRN2/FARP1/SLC2A13/PLXNA4/CNDP1/TMEM144/ATRNL1,Gran
cluster75,cluster75,145,-0.550271370588399,-1.59352376100717,0.00138265211969083,0.0325453072889374,0.0275144744589441,2599,"tags=28%, list=17%, signal=24%",CMAHP/SH3BP4/C3/SYNE3/ADAMTS4/ZDHHC17/CRYAB/EMB/BAIAP2/P2RX6/BMP7/SLCO1C1/HCN1/RINT1/EFNB3/CPT1C/ACSS3/EGFL7/LTBP1/LINGO1/SMOC1/COL4A2/PCSK5/MET/LRP2/ATP13A4/ANKRD26/LRP1B/DNER/BCAN/GRIN2A/SORL1/GRIN1/FGFR2/PLEKHA5/PIK3R1/PTPN13/GAB1/ANKRD30BL/RASAL2/CCDC88A,Gran
cluster66,cluster66,206,-0.500181618360353,-1.50597279643714,0.0015375735727057,0.0325453072889374,0.0275144744589441,1852,"tags=21%, list=12%, signal=19%",LYPD6B/ETNPPL/RHBDL3/ERBB3/TRAPPC12/COL9A1/FAM126A/ADHFE1/RABGAP1/CCNYL1/COLQ/DCHS2/SULF2/TESC/IL17D/PTPN11/TOX3/CTNNA1/IGF1/SNTB2/ZBBX/ITGA9/NPTX2/EPHB2/GSG1L/ADAMTS9-AS2/MAG/APP/PARD3/C11orf87/UTRN/ADGRB1/PCP4/FBN1/KCNIP1/RPS6KA2/LHFPL3/DLG2/PLXDC2/NXPH1/CSGALNACT1/NCALD/PPP2R2B/LRRTM4,Gran
cluster83,cluster83,89,-0.595837779747862,-1.61929437064321,0.00208577108226948,0.0350847831645,0.0296613997743804,953,"tags=19%, list=6%, signal=18%",UCN/SLC2A6/OSBPL5/PRMT9/MEST/CHRNA7/TSPAN14/ST3GAL5/SAMD8/KCNN3/BCL2/CTNNA2/EDIL3/PLCB1/CDH13/ASIC2/TENM2,Gran
cluster26,cluster26,100,0.510609919568859,1.58743579031967,0.00242093031809076,0.0350847831645,0.0296613997743804,1281,"tags=18%, list=8%, signal=17%",KCTD8/CAMK2D/DISP2/PDE10A/MAML2/MORN1/EML5/MXD4/IL36B/KIAA0513/JPH3/GKAP1/CELF3/POU2F2/SLC35F3/ARHGEF2/NOL4L/TTC41P,Gran
cluster50,cluster50,166,-0.529780036508197,-1.55759956105921,0.00248632321638189,0.0350847831645,0.0296613997743804,1992,"tags=22%, list=13%, signal=20%",NTAN1/INPP1/DMTN/STAT1/PHF24/LRRK1/MARK1/RAPH1/CAMK1G/ASTN1/EPHA10/EFCAB7/ANKDD1A/TTC21A/PIK3C2B/AKAP6/SYNPO/RAPGEF2/SIK3/HUNK/ENOSF1/VPS41/CNTN2/TMEM241/PPFIA2/NRCAM/GLUL/DAPK1/SYNJ2/OSBPL3/KIAA0930/PDE8B/SLC8A1/PDE4D/FRMD4A/CHN1/KALRN,Gran
cluster66,cluster66,206,0.474898874139821,1.71533537218199,1.57798830267465e-05,0.00200404514439681,0.00179392354409329,601,"tags=11%, list=4%, signal=10%",LHFPL3/COL9A1/NXPH1/SULF2/NTN1/PARD3/NTM/RARRES2/NLGN3/ALDH1A3/KCNIP1/GSG1L/PBX3/LRRTM4/NRXN1/RICTOR/CSGALNACT1/ITGA9/KCNJ16/RHBDL3/NEDD4/EXOC4,OPC
cluster9,cluster9,211,-0.468155932959984,-1.59218255573004,8.76658665743483e-05,0.00556678252747112,0.00498311241580506,3831,"tags=44%, list=25%, signal=33%",RPL10A/MEPCE/HNRNPA0/CEBPZ/POP1/RPS9/PDCD11/SF3B2/RPS8/RC3H2/RBM8A/FZR1/RPS20/DDX54/RPL5/NSA2/RPL4/PSPC1/MYBBP1A/RPS3/PCBP1/RPL23A/GNL2/RPL18A/CAND1/NPM1/PRC1/RPS13/SRSF3/RPL7A/HNRNPDL/REXO4/RPLP0/RPL24/RPS2/RPL6/ZCRB1/RPL7/SRSF4/RPS19/CIT/SNRNP70/HEXIM1/RPL30/RSL1D1/RPL28/RPL36AL/RPL12/G3BP2/STAU1/KNOP1/ADARB1/RPL10/RPL36/STAU2/RPL18/RPLP1/RPL22/RPS17/RPLP2/RPL13A/RPS15A/RPL15/RPS3A/RPSA/NEIL1/RPL8/DDX24/RPL27/PURA/RPS25/RPL31/RPS16/RPS23/RPL21/RPS7/RPL37A/RPS4X/RPL11/RPL27A/RPL9/PABPC1/RPL35/SRSF5/RPS14/RPL32/RPS24/RPL19/RPL14/RPS15/RPS6/RPS18,OPC
cluster8,cluster8,94,0.508966978217891,1.63089355140927,0.00104506719632849,0.0333713573859364,0.0298724127449741,1512,"tags=26%, list=10%, signal=23%",PTPRZ1/HIP1/CASK/CALCRL/RFTN2/NOS1/EPS8/PRTFDC1/CRTAC1/DLL1/GUCY1A2/CACNA1A/RAD51B/GRIK1/TRAF3IP2/TNIK/SPESP1/MYO16/RAMP1/TJP1/SHC4/VSTM4/LDLRAD4/HS6ST3,OPC
cluster21,cluster21,126,0.485119014918462,1.64694618885038,0.0010510663743602,0.0333713573859364,0.0298724127449741,737,"tags=10%, list=5%, signal=9%",SEZ6L/ABHD2/TAOK3/KIF26B/LAMA4/USP24/NKAIN4/C1orf21/GLTP/COL4A3/MAP4K5/NGF,OPC
cluster9,cluster9,211,-0.5232285867643,-1.78449501652864,1.01316276493731e-06,0.000128671671147039,0.000125845480276424,3605,"tags=46%, list=24%, signal=36%",RPS24/RPL18A/ZNF22/NKRF/HEXIM1/KRI1/RBMS2/PRC1/PTBP1/STAU1/CUL3/FBL/DDX24/FAM120A/FTSJ3/RPS3/SRP72/TTC9/ZNF346/GNL3/EBNA1BP2/RPLP0/KRR1/RPS3A/CAPRIN1/RPL24/PRPF8/RBM19/DKC1/RPS17/CTCF/DDX56/G3BP2/UPF1/SRP68/SURF6/HNRNPA0/RPL32/RPS15A/RPLP2/MYBBP1A/RPS9/NOP56/RPL5/RPS19/U2SURP/RPL35/RPS7/RPS8/TRA2A/RPS25/RPL36AL/NCL/RPS2/RPL14/RPL11/RBM39/RPL6/RPS5/HNRNPA2B1/RPL10/RPL30/PABPC1/RPL19/RPS16/RPL22/RPL21/RPL8/SRSF3/RC3H1/RPL13/RPL31/KNOP1/RPS13/RPS11/RPSA/RPL7A/RPLP1/RPL4/NSA2/RPS4X/RPL10A/RPL7/RPS18/RPL9/RPL3/HNRNPDL/RPL13A/CIT/RPS23/RPL27A/RPS6/RPS15/SF3B1/RPL27/RPL37A/RPS14,Purk2
cluster83,cluster83,89,-0.548559576278439,-1.69347120086219,0.000336860377759452,0.0213906339877252,0.0209208024082186,2682,"tags=26%, list=17%, signal=21%",HERPUD2/SLC30A10/AGT/KCNN3/PIANP/ALG14/MICAL3/CHRNA7/SMPD3/PRMT9/FLRT3/OSBPL5/BCL2/LSS/PEX5/JTB/SAMD8/CDH13/ASIC2/EDIL3/CTNNA2/PLCB1/TENM2,Purk2
cluster9,cluster9,211,-0.52623260199864,-1.75521256770252,3.70030869670378e-06,0.00046993920448138,0.000436246920032446,3133,"tags=43%, list=20%, signal=35%",RPS3A/EFTUD2/STAU1/HNRNPM/CCDC137/UPF1/RPL32/HNRNPA3/HNRNPR/RPS15A/SRSF7/DKC1/RC3H2/CAPRIN1/NPM1/RPL22/SRP72/SRP68/TTC9/CAND1/HNRNPA0/DHX9/MYBBP1A/RPS24/SRSF6/CEBPZ/DDX10/RPL10A/RPL36AL/RPS9/HEXIM1/RPS17/RPL12/RPL27/DDX24/NFX1/RPL37A/RPL5/PCBP1/RPL27A/RPL36/NOP56/NKRF/PRKRA/RPS3/SF3B2/RPS20/RPS13/RPL8/RPS2/RPL30/PURA/RPL7/RPS6/RPL31/RPS4X/RPL6/STAU2/RPL14/RPS18/RPS7/RPLP1/RPL10/RPL9/RPS23/PUM3/RPS8/RPSA/RPS5/RPL4/RPS25/G3BP2/RPS15/RPL19/RPL7A/ADARB1/RPLP2/PABPC1/RPL35/RPL21/RPL18/RPS16/RPS14/RPL13A/RPL15/RPL24/RPS19/HNRNPDL/RPL3/RPL13/CIT,Ast
cluster9,cluster9,211,0.431999418688187,1.64496725837125,4.81193302839419e-05,0.00611115494606062,0.00602757926714641,2575,"tags=35%, list=17%, signal=30%",RPS6/RPL18/RPL13A/RPL10/RPS16/RPL13/DHX9/RPL7A/CEBPZ/RPLP1/RPS18/RPS4X/RPL5/LYAR/NSA2/RPS15/RPL4/HNRNPU/RPS2/RPS19/RPS20/HNRNPM/PCBP1/RPL35/LARP7/RPLP2/BRIX1/RPS9/HNRNPR/YBX3/RPS3A/SF3B2/RPL36/RPS13/EIF2AK2/RPS5/RPL37A/RPL28/RPL12/RPS25/PABPC1/RPL11/SRP72/NR2C2/RPS3/RPL26L1/MYBBP1A/TRA2B/RPL6/G3BP2/CAND1/GNL3/RPL30/RPS7/MEPCE/RPL21/ZC3HAV1/RBM39/DDX27/SRSF4/PRKRA/NPM1/RRP8/RPL32/DDX54/POP1/HNRNPA2B1/HP1BP3/HNRNPDL/RPS23/RC3H2/ZNF346/RPS17/FZR1,Per
cluster112,cluster112,146,0.546032754498602,1.93166900933011,4.53685590537803e-07,5.7618069998301e-05,5.1099324407942e-05,3361,"tags=45%, list=22%, signal=35%",PVALB/SLC6A17/PDHA1/COX4I1/NDUFS1/SP9/NDUFV1/NDUFA12/C17orf80/NDUFS2/MRPS35/AUH/MRPL55/MRPL4/MRRF/CS/MRPL2/MRPS25/GFM1/GTPBP10/TMEM70/UFL1/NDUFA6/ERAL1/NDUFV3/OGDH/MRPS22/LANCL1-AS1/GADD45GIP1/NDUFA5/MRPL27/MRPS18B/NDUFS7/TBRG4/MRPL15/NDUFAF4/DHX30/MTIF2/MRPS30/AURKAIP1/HINT2/MRPL39/SLC35E2B/DCDC2C/NDUFS4/MRPL21/MRPL47/PMPCB/TACO1/VWA8/MRPL41/CHCHD1/ACAD9/MRPL28/MRPS9/MDH2/FASTKD2/MRM1/MRPL50/MRPS14/MRPS11/MRPS16/LRPPRC/NDUFS3/MRPL49,In6b
cluster59,cluster59,178,-0.518077141720215,-1.71551710375974,1.61652305932294e-05,0.00102649214267007,0.000910357722881868,2679,"tags=34%, list=17%, signal=29%",GATAD2B/HIVEP1/RB1/SUZ12/NFIC/EHMT2/TLE1/CCDC144NL/GATAD1/BCOR/PARP1/ZNF609/SMARCD2/BCL9/NKX6-2/ARID1B/HHAT/FHL2/BRD3/POGZ/PBRM1/FOXK2/EHMT1/ELF2/RBPJ/PAX6/SMARCC1/KDM6A/MAP6D1/ZZZ3/SMARCB1/UBE2I/JUN/CREBBP/MGA/HERC2P3/NCOR2/BRD2/SOX10/ARID4B/KMT2C/ZNF608/NCOR1/ZNF644/BPTF/ARID2/ELF1/TMEM163/BMPER/TBL1X/KAT2B/FAT2/FOXP1/SATB2/SSBP3/NFIB/NFIX/CHD7/FSTL5/NFIA/ST18,In6b
cluster115,cluster115,152,0.468897250860182,1.67755855169046,0.000171355371679265,0.00579728587486162,0.00514139733618063,2536,"tags=37%, list=17%, signal=31%",MDH1/CHCHD10/PGK1/ACO2/SDHB/DPY19L2/ASS1/IDH3A/PRDX5/GLRX5/ITFG1/PRDX3/ALDOA/LDHB/SOD2/CLPB/IVD/LYRM7/LDHA/PDHX/OAT/SOD1/NDUFC1/ENO2/FOXRED1/PINK1/OXCT1/GSTO1/ENO1/DNAJC4/SLC25A3/MPV17/ABHD10/TPI1/PPT1/ALDH2/ECI2/PPIA/TKT/NDUFAB1/ECH1/RTN4IP1/FH/WARS2/CORO1C/ATAD3B/NDUFAF5/SARS2/PCCB/SUCLG1/DNAJA3/ACADM/PITRM1/POPDC3/FXN/ABCE1,In6b
cluster91,cluster91,154,0.469648921516804,1.68446274858362,0.000182591681098004,0.00579728587486162,0.00514139733618063,2385,"tags=29%, list=16%, signal=25%",DPP10/KCNC1/WIF1/SPATA20/SLC25A11/CKMT1B/GPX4/PCP4L1/ANXA11/CLTC/TUBB2A/ACAA1/ARMCX2/CKMT1A/GLRX/STIP1/SLC22A17/UCHL1/ADK/MAP1LC3B/RNF157/LYPLA1/CCS/APRT/DCXR/GSTK1/NFU1/CYP4A22/PTP4A1/SHC2/TIMM8B/PDSS1/MIPEP/PITPNB/SDHAF4/ARMCX4/MCEE/ISOC2/ILK/FAHD2B/ADCK5/HAGH/IMPDH1/GTPBP8/PRKCI,In6b
cluster113,cluster113,88,0.522891174100266,1.72021192815681,0.000484856465545689,0.0123153542248605,0.0109220298554503,2716,"tags=47%, list=18%, signal=39%",NDUFA4/NDUFB5/UQCRB/NNT/COX6B1/COX7A2/COX6C/NDUFS5/NDUFB10/AFG3L2/TOMM40/NDUFA10/NDUFA8/NDUFB9/COX7C/VDAC1/UQCRC1/SLC25A12/LACTB/APOO/UQCRC2/COX7A2L/COQ9/COQ5/UQCRFS1/COX6A1/AMZ2P1/NDUFA1/SLC25A24/VDAC3/RMND1/COA3/ECSIT/NDUFB4/CISD3/NDUFB11/GUF1/IMMT/EMC2/NDUFAF1/LETM1,In6b
cluster108,cluster108,161,0.424975840918103,1.52626554985981,0.0010251463419194,0.0216989309039606,0.0192439751904167,1501,"tags=20%, list=10%, signal=18%",KCNC2/CAMK2N2/GAPDH/DNAJC21/HSPA4L/SUGP1/CCT6A/PSMD3/MYL6/EIF5A/MYH10/DYNC1H1/CCT2/HPS4/TCEAL5/AHSA1/ISG15/AGO4/CTPS1/PCNP/NSUN4/PKM/NSUN2/FBLL1/PSMA3/PSMB5/MAP3K14/IFIT1/TFB1M/GRK5/LRRC75B/NACA,In6b
cluster80,cluster80,131,0.436367734151416,1.53032660881899,0.00178699906786874,0.0324212688027614,0.0287532180845045,2365,"tags=34%, list=15%, signal=29%",ABAT/TM6SF1/CTSL/CHCHD3/COX5B/ATP6V1A/UQCC1/ATP6V1B2/UQCRH/ARMCX3/PEBP1/ACADSB/HSP90B1/ATP2A2/TOMM20/ATP6V0D1/PC/HACD3/PPA1/RCN2/APOOL/YME1L1/UQCR10/ENDOG/C12orf73/NDUFB7/SLC25A1/PPTC7/AADAT/LINC00205/HMGCL/MTX2/DNAJC11/BOLA3/PTGES2/COX7B/PRNP/SAMM50/NDUFB6/MSRB2/ABCD3/SLC9B2/GPR34/HK1,In6b
cluster118,cluster118,85,-0.525213267130181,-1.58790191489289,0.00268252554368561,0.0425850930060091,0.0377671359439948,980,"tags=21%, list=6%, signal=20%",STX1A/RHOJ/PTCH1/EDA/DCBLD2/MCAM/COLEC12/UNC5B/APOD/KCNB2/MAN1A1/GPRC5B/PLLP/KCNT2/PTPRD/OPALIN/SEMA6A/SLC39A11,In6b
cluster9,cluster9,211,0.499749137684687,1.81722254490533,8.31512518633315e-07,0.000105602089866431,9.01534625465595e-05,2255,"tags=34%, list=15%, signal=30%",DDX24/RPS14/RPL15/RPL14/HNRNPA0/RPSA/RPL31/STAU2/RPL18/RPL10A/RPS17/RPL24/RPL37A/NKRF/RPS16/CAPRIN1/RPS23/CIT/NEIL1/UPF1/HNRNPA3/RPS15A/PURA/RPLP2/RPS24/SF3B2/GTPBP4/RPL30/G3BP2/RPS5/RPLP1/NOL10/RPS4X/PRPF8/RPL5/EFTUD2/NPM1/HEXIM1/DHX36/HNRNPDL/DDX21/RPL32/SRP68/RPS18/RPS13/PCBP1/NCL/SERBP1/STAU1/RPL27/RPS15/RPL11/CTCF/RPS6/RPL22/RPS19/NOP56/ZCRB1/CEBPZ/RPL9/RSL1D1/RPL36AL/RPS25/RPF1/RPL7/SYNCRIP/ZNF346/RPS7/RPS20/RPL13A/RPL19/RPL12,Ex4
cluster112,cluster112,146,0.481296249337315,1.68322497045187,0.000162581869975059,0.00702850828670324,0.00600030131396961,3200,"tags=38%, list=21%, signal=30%",COX4I1/SLC6A17/MRPL3/MRPS26/MRPS30/NDUFV1/MRPL18/NDUFA6/NDUFS1/SLIRP/AURKAIP1/NDUFAF4/TSFM/GADD45GIP1/MRPL47/NDUFS7/MRPS7/NDUFS6/GRSF1/MRPL4/NDUFS8/NDUFA5/MRPL22/TRMT61B/PMPCA/MRPL42/MRPL20/MRPS16/NDUFA2/MRPL10/PDHA1/RPUSD4/MTG2/MRPL49/MRPL13/DDRGK1/NDUFS2/TMEM70/NDUFS3/MRPL37/MRPS2/MRPS18C/TUFM/MRPL9/PHB/MRPS25/CS/EXD2/MRPL11/FASTKD2/MRPL51/CHCHD1/MDH2/C1QBP/DAP3,Ex4
cluster66,cluster66,206,-0.500711837905294,-1.63441333994857,0.000166027754804013,0.00702850828670324,0.00600030131396961,2060,"tags=22%, list=13%, signal=20%",CC2D1A/ERBB3/SCRIB/COLQ/CDH1/ADHFE1/SDC2/ELN/SNTB2/NEDD4/SPG11/MBNL1/TRAPPC10/EXOC4/IL17D/ETNPPL/PIGL/RICTOR/PKP2/TRAPPC13/NTN1/ITCH/FAM126A/COL9A1/DLG2/IGF1/PPP2R2B/PBX3/TOX3/DCHS2/UTRN/CTDSPL/MAG/GRIN2C/ITGA9/ADAMTS9-AS2/LRRTM4/PLXDC2/RPS6KA2/DTNA/KCNIP1/PARD3/NTM/NXPH1/LHFPL3/ERBB4,Ex4
cluster59,cluster59,178,-0.481943994131821,-1.54614085157062,0.00102349374572621,0.0324959264268071,0.0277420673183683,1562,"tags=22%, list=10%, signal=20%",ARID1B/ARID4B/CCDC144NL/RB1/RNU6-6P/ELF1/ARID1A/ARID2/GATAD1/RERE/ZZZ3/MGA/GATAD2A/HDAC1/ELF2/SLC24A2/PAX6/HIVEP1/BPTF/BCL7C/SOX10/SOX5/EHMT1/JUN/KCNQ1OT1/CDK8/TEAD1/KDM6A/ZNF609/FSTL5/KMT2C/TRPS1/FAT2/ZNF608/KAT2B/CHD7/NFIB/SOX6/ST18/NFIA,Ex4
cluster113,cluster113,88,0.582256853333864,1.95943525058069,3.8038230383299e-06,0.000253672083723649,0.000216562160161922,2550,"tags=44%, list=17%, signal=37%",NDUFA4/NDUFS5/UQCRB/COX6B1/COX6C/NDUFB10/VDAC1/CCK/COX7A2/UQCRQ/VDAC3/COX7C/SLC25A12/COA3/NDUFB4/UQCRC1/NDUFB11/NDUFB1/NNT/ABCB7/NDUFB5/ANKRD34C/NDUFA1/IFITM10/TOMM22/HSCB/NIPSNAP3A/AIFM1/CYC1/COX7A2L/VDAC2/COQ9/ECSIT/UQCRC2/APOO/GUF1/UQCRFS1/IMMT/OXA1L,Ex5a
cluster9,cluster9,211,0.44957515990518,1.7173274238557,3.99483596415196e-06,0.000253672083723649,0.000216562160161922,2101,"tags=31%, list=14%, signal=27%",RPL15/RPL7A/NCL/RPL36AL/RPS4X/HNRNPA0/RPS8/RPL32/STAU2/RPL27/HNRNPA3/CIT/RPS13/RPL19/RPL8/RPS23/PRPF8/RPL31/G3BP2/RPS17/RPL5/RPS24/RPL27A/FAM120A/RPS6/RPL22/BMS1/CCDC137/PURA/RPS11/PRKRA/REXO4/RPS14/SERBP1/RPS25/CEBPZ/RPLP1/RPL12/RPL10A/RPS15/PCBP1/RPS16/RPS19/CAND1/RPL7L1/RPL24/RIT1/SRP68/TTC9/DDX24/ABT1/NOP56/SRSF7/RPLP2/RC3H2/NEIL1/RSL1D1/RPL4/RPL13/KRR1/RPS26/CTCF/RPL37A/EFTUD2/RPS2,Ex5a
cluster115,cluster115,152,0.487376535985773,1.76490177796671,7.2391852570316e-06,0.000306458842547671,0.000261626695254125,2295,"tags=29%, list=15%, signal=25%",ENO2/CHCHD10/SOD1/PINK1/UBE2QL1/TPI1/CFL1/OAT/TXN/PPIA/HINT1/MDH1/PRDX3/LDHB/DNAJC28/ENO1/ALDOA/ACADM/SOD2/LDHA/PGK1/PRDX5/NT5C3B/MYL12A/NDUFAB1/NDUFC1/SUCLG1/MTPN/GSTO1/LYPLAL1/IDH3A/OXLD1/OXCT1/GUK1/CPS1/ACO2/PPT1/CD81/ABHD10/THG1L/PITRM1/SDHAF3/GRPEL1/SPRTN,Ex5a
